tree_id	gf_id	newick_tree	rearrange	root_node	root_support
TREEORTHO003942	ORTHO003942	((((((((((((((Atha|AT1G73960,Alyr|AL2G22840)n14,Crub|Carubv10022342m)n13,(Tpar|Tp5g29160,Brap|Bra015951)n15)n12,Cpap|CP00013G00470)n11,((Grai|Cotton_D_gene_10009433,Tcac|TC03G002410)n17,Grai|Cotton_D_gene_10009432)n16)n10,Cpap|CP01020G00020)n9,(((((Jcur|Jcr4S00188.50,Ptri|PT15G02310)n22,Mesc|ME01805G00040)n21,Ptri|PT15G02320)n20,Ptri|PT15G02340)n19,((Lusi|Lus10036010,Lusi|Lus10016716)n24,Mesc|ME01805G00020)n23)n18)n8,Cpap|CP01020G00010)n7,Jcur|Jcr4S00188.60)n6,((((((Gmax|GM17G13080,Gmax|GM05G07920)n30,Ccaj|C.cajan_01825)n29,((Mtru|MT4G113490,Mtru|MT4G113360)n32,Cari|Ca_06608)n31)n28,Ljap|LJ0G025890)n27,(((Cmel|CM3C002074,Csat|Csa1M042170)n35,Cmel|CM3C002075)n34,Clan|Cla018517)n33)n26,(((Pper|ppa000205m,Pmum|Pm030203)n38,Pbre|Pbr020245.2)n37,Fves|FV5G10780)n36)n25)n5,Vvin|VV17G05550)n4,(Stub|Sotub03g033330.1.1,Slyc|Solyc03g119780.2.1)n39)n3,((((((((Zmay|ZM07G13750,Sbic|SB02G024425)n47,Sbic|SB02G024430)n46,Sita|Si028689m)n45,((Zmay|ZM02G30440,Hvul|MLOC_52254.1)n49,Sbic|SB02G024440)n48)n44,(((Bdis|BD4G29947,Hvul|AK374504)n52,Hvul|MLOC_68788.2)n51,Osat|OS09G24440)n50)n43,Pdac|PDK_30s1039481L001)n42,Macu|GSMUA_Achr3T07290_001)n41,Macu|GSMUA_Achr3T07300_001)n40)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00010.48)n1;	FALSE	Angiosperms	0.972972972972973
TREEORTHO005730	ORTHO005730	(((((((((((Mtru|MT5G096860,Cari|Ca_09762)n11,(Gmax|GM02G47400,Ccaj|C.cajan_05994)n12)n10,Ljap|LJ0G168850)n9,((Gmax|GM18G07840,Gmax|GM08G45080)n14,Ccaj|C.cajan_19865)n13)n8,((((Pbre|Pbr006951.2,Pbre|Pbr003427.1)n18,(Pbre|Pbr036584.1,Pbre|Pbr017808.1)n19)n17,(Pper|ppa002930m,Pmum|Pm012296)n20)n16,Fves|FV2G49190)n15)n7,(((Mesc|ME10963G00360,Jcur|Jcr4S00003.430)n23,Rcom|RC30169G02190)n22,((Lusi|Lus10027364,Lusi|Lus10002562)n25,Ptri|PT09G05610)n24)n21)n6,((((((Atha|AT1G51350,Alyr|AL1G46070)n31,Crub|Carubv10008512m)n30,Brap|Bra018903)n29,Tpar|Tp1g38010)n28,Cpap|CP00084G00530)n27,(Tcac|TC09G025990,Grai|Cotton_D_gene_10036061)n32)n26)n5,((Csat|Csa1M613610,Cmel|CM3C015192)n34,Clan|Cla006303)n33)n4,((Stub|Sotub11g023590.1.1,Slyc|Solyc11g065750.1.1)n36,Vvin|VV06G05950)n35)n3,((((((Zmay|ZM04G01530,Zmay|ZM02G44930)n42,Sbic|SB05G025510)n41,Sita|Si026045m)n40,(Hvul|AK371597,Bdis|BD4G12060)n43)n39,Osat|OS11G41990)n38,((Macu|GSMUA_AchrUn_randomT09500_001,Pdac|PDK_30s1050041L002)n45,Macu|GSMUA_AchrUn_randomT09510_001)n44)n37)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00103.116)n1;	FALSE	Angiosperms	1
TREEORTHO005772	ORTHO005772	(((((((((((((Pper|ppa004779m,Pmum|Pm007601)n13,Pbre|Pbr031114.1)n12,Fves|FV4G09530)n11,((Csat|Csa4M017030,Cmel|CM3C017685)n15,Clan|Cla010754)n14)n10,(Tcac|TC04G018820,Grai|Cotton_D_gene_10001325)n16)n9,Cpap|CP00071G00320)n8,(((Rcom|RC27632G00060,Jcur|Jcr4S02074.40)n19,(Mesc|ME05309G00060,Mesc|ME05309G00070)n20)n18,Ptri|PT02G22790)n17)n7,(((Atha|AT2G43180,Alyr|AL4G30610)n23,Crub|Carubv10023119m)n22,(Tpar|Tp4g25300,Brap|Bra000294)n24)n21)n6,(((((((Sita|Si010630m,Sita|Si010651m)n31,Sbic|SB06G013750)n30,Osat|OS04G31700)n29,(Hvul|AK354935,Bdis|BD5G07880)n32)n28,(((((Zmay|ZM10G20630,Sbic|SB06G021840)n37,Sita|Si009968m)n36,Hvul|AK364954)n35,Osat|OS04G42580)n34,Bdis|BD5G14970)n33)n27,Macu|GSMUA_Achr11T08820_001)n26,Vvin|VV05G01310)n25)n5,(Stub|Sotub05g029470.1.1,Slyc|Solyc05g056270.2.1)n38)n4,((((Gmax|GM18G53760,Ccaj|C.cajan_19123)n42,Ljap|LJ0G006970)n41,(Mtru|MT7G006260,Cari|Ca_17004)n43)n40,(Gmax|GM08G47730,Ccaj|C.cajan_19124)n44)n39)n3,(Lusi|Lus10026743,Lusi|Lus10025529)n45)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00066.11)n1;	FALSE	Angiosperms	0.972972972972973
TREEORTHO008119	ORTHO008119	(((((((((((Cari|Ca_22132,Cari|Ca_03034)n11,Ljap|LJ0G220970)n10,(Gmax|GM08G39090,Ccaj|C.cajan_33507)n12)n9,((Csat|Csa5M599800,Cmel|CM3C011969)n14,Clan|Cla010059)n13)n8,(((Pper|ppa004842m,Pmum|Pm006725)n17,Pbre|Pbr036147.1)n16,Fves|FV4G08290)n15)n7,(((((Jcur|Jcr4S01001.40,Rcom|RC27504G00120)n22,Mesc|ME12211G00050)n21,Lusi|Lus10013047)n20,(Ptri|PT18G05250,Ptri|PT06G15870)n23)n19,(Tcac|TC02G024400,Grai|Cotton_D_gene_10021967)n24)n18)n6,Vvin|VV00G17980)n5,((((Brap|Bra031484,Brap|Bra027131)n28,Tpar|Tp2g03990)n27,((Atha|AT1G60770,Alyr|AL2G05270)n30,Crub|Carubv10020193m)n29)n26,Cpap|CP01088G00050)n25)n4,(Stub|Sotub11g005040.1.1,Slyc|Solyc11g006380.1.1)n31)n3,(((((Zmay|ZM09G05890,Sbic|SB10G001830)n36,Sita|Si006247m)n35,(Hvul|MLOC_6485.2,Bdis|BD1G49750)n37)n34,Osat|OS04G25410)n33,((Pdac|PDK_30s702941L002,Pdac|PDK_30s965751L002)n39,Macu|GSMUA_Achr1T16170_001)n38)n32)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00085.26)n1;	FALSE	Angiosperms	0.972972972972973
TREEORTHO005510	ORTHO005510	((((((((((((Atha|AT2G33310,Alyr|AL4G18530)n12,Brap|Bra005508)n11,Tpar|Tp4g15620)n10,Brap|Bra022934)n9,Crub|Carubv10023938m)n8,(((Pper|ppa009545m,Pmum|Pm009031)n15,Pbre|Pbr033107.1)n14,Fves|FV0G37120)n13)n7,(((Csat|Csa3M134550,Cmel|CM3C006371)n18,Clan|Cla021479)n17,((Csat|Csa2M170820,Cmel|CM3C023046)n20,Clan|Cla007621)n19)n16)n6,(((((Gmax|GM19G35180,Ccaj|C.cajan_16460)n25,Cpap|CP00059G00080)n24,((Grai|Cotton_D_gene_10040075,Grai|Cotton_D_gene_10021197)n27,Tcac|TC04G026430)n26)n23,(Ptri|PT10G06430,Ptri|PT08G17030)n28)n22,((((Mesc|ME10563G01820,Mesc|ME01551G00420)n32,Jcur|Jcr4S00256.50)n31,Rcom|RC30008G00150)n30,(Lusi|Lus10023719,Lusi|Lus10014464)n33)n29)n21)n5,Vvin|VV05G09040)n4,(Stub|Sotub09g026860.1.1,Slyc|Solyc09g090910.1.1)n34)n3,((((((Zmay|ZM04G25070,Sbic|SB04G037260)n40,Sita|Si017953m)n39,(Hvul|MLOC_65332.2,Bdis|BD3G55410)n41)n38,Osat|OS02G57250)n37,(((Macu|GSMUA_AchrUn_randomT10850_001,Macu|GSMUA_Achr2T04230_001)n44,Macu|GSMUA_Achr10T06630_001)n43,Pdac|PDK_30s989791L004)n42)n36,((Pdac|PDK_30s1173741L001,Pdac|PDK_30s859721L003)n46,Macu|GSMUA_Achr11T02310_001)n45)n35)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00039.160)n1;	FALSE	Angiosperms	0.918918918918919
TREEORTHO000752	ORTHO000752	((((((((((((((((((Tpar|Tp2g02050,Brap|Bra027035)n18,Atha|AT1G65860)n17,(Atha|AT1G62540,Crub|Carubv10020259m)n19)n16,Alyr|AL2G02930)n15,((Crub|Carubv10022423m,Atha|AT1G62560)n21,Alyr|AL2G02920)n20)n14,((Atha|AT1G62570,Alyr|AL2G02910)n23,Crub|Carubv10020826m)n22)n13,(((Atha|AT1G12140,Alyr|AL1G12510)n26,(Crub|Carubv10011483m,Crub|Carubv10009080m)n27)n25,((Tpar|Tp1g10810,Brap|Bra016787)n29,Brap|Bra026988)n28)n24)n12,(((Atha|AT1G12160,Alyr|AL1G12530)n32,Crub|Carubv10009045m)n31,(Atha|AT1G12130,Alyr|AL1G12500)n33)n30)n11,((((Atha|AT1G12200,Alyr|AL1G12570)n37,Crub|Carubv10009065m)n36,((Brap|Bra026986,Tpar|Tp1g10830)n39,Brap|Bra019747)n38)n35,(((Atha|AT1G63340,Atha|AT1G62580)n42,Alyr|AL2G02900)n41,Crub|Carubv10020284m)n40)n34)n10,Cpap|CP00029G01310)n9,(((((Atha|AT1G63370,Atha|AT1G62620)n47,Alyr|AL2G02870)n46,((Atha|AT1G62600,Crub|Carubv10022246m)n49,Alyr|AL2G02890)n48)n45,((Brap|Bra027032,Brap|Bra027033)n51,Tpar|Tp2g02040)n50)n44,(Tpar|Tp2g02010,Tpar|Tp2g02030)n52)n43)n8,((Grai|Cotton_D_gene_10009756,Tcac|TC03G025410)n54,Tcac|TC03G025420)n53)n7,(((((Rcom|RC28455G00130,Rcom|RC28455G00110)n59,Mesc|ME07035G01160)n58,Mesc|ME11581G00130)n57,Ptri|PT01G00140)n56,(Lusi|Lus10024609,Lusi|Lus10024598)n60)n55)n6,((Ptri|PT13G01870,Ptri|PT01G00130)n62,(Rcom|RC28455G00140,Mesc|ME11581G00120)n63)n61)n5,(((((((((Csat|Csa3M033760,Cmel|CM3C013965)n72,(Csat|Csa3M033780,Cmel|CM3C013967)n73)n71,(Csat|Csa3M033750,Cmel|CM3C013964)n74)n70,(Clan|Cla005672,Clan|Cla005673)n75)n69,(Csat|Csa3M033770,Cmel|CM3C013966)n76)n68,Clan|Cla005671)n67,(Slyc|Solyc06g060610.2.1,Fves|FV5G00250)n77)n66,((((Pbre|Pbr042497.1,Pbre|Pbr032446.1)n81,(Pper|ppa005546m,Pmum|Pm023540)n82)n80,(((Pmum|Pm023542,Pmum|Pm023539)n85,Pper|ppb004328m)n84,Fves|FV5G00260)n83)n79,((Fves|FV5G19910,Fves|FV5G19870)n87,Fves|FV5G19560)n86)n78)n65,((((Vvin|VV02G00170,Vvin|VV00G10900)n91,Vvin|VV02G00160)n90,(Vvin|VV02G00180,Vvin|VV00G10910)n92)n89,((Cari|Ca_02361,Mtru|MT5G012130)n94,(Ccaj|C.cajan_13107,Gmax|GM11G03390)n95)n93)n88)n64)n4,((((((Bdis|BD3G05867,Bdis|BD3G05860)n101,Hvul|AK355167)n100,(Hvul|AK375930,Bdis|BD1G78290)n102)n99,((Zmay|ZM01G00420,Sbic|SB01G050390)n104,Sita|Si001314m)n103)n98,(((Sita|Si035741m,Sbic|SB01G029510)n107,Bdis|BD3G32990)n106,Osat|OS10G40570)n105)n97,((Pdac|PDK_30s714821L005,Pdac|PDK_30s714821L003)n109,(Macu|GSMUA_Achr11T17600_001,Macu|GSMUA_Achr2T18520_001)n110)n108)n96)n3,Zmay|ZM01G21440)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00007.125)n1;	FALSE	Angiosperms	0.918918918918919
TREEORTHO000991	ORTHO000991	(((((((((((((((Mtru|MT4G125120,Mtru|MT4G124990)n15,Cari|Ca_03135)n14,Ljap|LJ4G024880)n13,((Gmax|GM17G05560,Gmax|GM13G17160)n17,Ccaj|C.cajan_04006)n16)n12,(((Mtru|MT2G042710,Cari|Ca_19308)n20,Ljap|LJ6G010930)n19,(Gmax|GM15G19800,Ccaj|C.cajan_01991)n21)n18)n11,((Csat|Csa2M000010,Cmel|CM3C004667)n23,Clan|Cla016870)n22)n10,((((Lusi|Lus10038128,Lusi|Lus10005175)n27,(Jcur|Jcr4S01186.60,Mesc|ME09570G00140)n28)n26,Rcom|RC29739G01640)n25,Ptri|PT06G14000)n24)n9,((((((Tpar|Tp_un0130_002,Tpar|Tp_un0007_004)n34,(Brap|Bra034951,Brap|Bra021083)n35)n33,((Atha|AT3G42880,Alyr|AL5G10720)n37,Crub|Carubv10018834m)n36)n32,(((Atha|AT5G20690,Alyr|AL6G21020)n40,Crub|Carubv10003833m)n39,((Tpar|Tp6g23800,Brap|Bra002321)n42,Brap|Bra020122)n41)n38)n31,Cpap|CP00028G00120)n30,(((Grai|Cotton_D_gene_10015159,Grai|Cotton_D_gene_10010229)n45,Grai|Cotton_D_gene_10037316)n44,Tcac|TC09G006650)n43)n29)n8,(((Pper|ppa026803m,Pmum|Pm027108)n48,(Pbre|Pbr037421.1,Pbre|Pbr027733.1)n49)n47,Fves|FV1G10650)n46)n7,((Stub|Sotub05g020880.1.1,Slyc|Solyc05g025780.2.1)n51,(Stub|Sotub12g008810.1.1,Slyc|Solyc12g009190.1.1)n52)n50)n6,Vvin|VV11G02260)n5,(Stub|Sotub03g034740.1.1,Slyc|Solyc03g122230.1.1)n53)n4,((((((((Mesc|ME06700G00080,Mesc|ME05875G01290)n61,Rcom|RC29158G00100)n60,(Jcur|Jcr4U29119.10,Jcur|Jcr4S09960.10)n62)n59,((Lusi|Lus10013165,Lusi|Lus10008128)n64,(Lusi|Lus10037688,Lusi|Lus10015678)n65)n63)n58,(Ptri|PT03G05710,Ptri|PT01G16460)n66)n57,((((((Atha|AT1G72460,Alyr|AL2G21270)n72,Crub|Carubv10022071m)n71,(Tpar|Tp5g27540,Brap|Bra008034)n73)n70,Brap|Bra003880)n69,Cpap|CP00025G01440)n68,(((Grai|Cotton_D_gene_10000064,Grai|Cotton_D_gene_10031746)n76,Tcac|TC06G010180)n75,Grai|Cotton_D_gene_10024086)n74)n67)n56,(((Gmax|GM07G04610,Ccaj|C.cajan_27672)n79,Cari|Ca_16155)n78,((Pper|ppa016164m,Pmum|Pm013229)n81,Fves|FV0G16130)n80)n77)n55,Vvin|VV09G02140)n54)n3,((((((Zmay|ZM04G02030,Sbic|SB05G024870)n87,Sita|Si028055m)n86,((Bdis|BD4G13300,Hvul|AK374658)n89,Osat|OS11G40550)n88)n85,(Pdac|PDK_30s803011L003,Pdac|PDK_30s739731L007)n90)n84,Macu|GSMUA_Achr4T24040_001)n83,(((((Zmay|ZM09G02090,Sbic|SB10G006480)n95,Sita|Si008015m)n94,Osat|OS06G09860)n93,Bdis|BD1G46570)n92,(Macu|GSMUA_Achr9T14380_001,Macu|GSMUA_Achr5T05180_001)n96)n91)n82)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00024.346)n1;	FALSE	Angiosperms	1
TREEORTHO005367	ORTHO005367	(((((((((((((Alyr|AL6G23570,Atha|AT5G23760)n13,Tpar|Tp2g23460)n12,Brap|Bra009708)n11,(Pbre|Pbr035378.1,Pbre|Pbr013980.1)n14)n10,((Ccaj|C.cajan_47620,Ccaj|C.cajan_07294)n16,Ljap|LJ5G025290)n15)n9,(Csat|Csa3M914040,Cmel|CM3C003320)n17)n8,((Slyc|Solyc03g025800.2.1,Stub|Sotub03g014330.1.1)n19,Vvin|VV16G08840)n18)n7,((((Ccaj|C.cajan_37792,Gmax|GM09G25520)n23,Gmax|GM16G31270)n22,(Cari|Ca_23007,Cari|Ca_19753)n24)n21,Mtru|MT0G35470)n20)n6,(((((Pbre|Pbr031317.1,Pmum|Pm019336)n29,Fves|FV7G38560)n28,Lusi|Lus10039224)n27,Cpap|CP00107G00530)n26,Ptri|PT12G12400)n25)n5,(Jcur|Jcr4S01474.60,Rcom|RC30147G00130)n30)n4,(((((Zmay|ZM01G40660,Sbic|SB01G017680)n35,Sita|Si037563m)n34,((Hvul|AK374992,Bdis|BD3G30340)n37,Osat|OS10G36200)n36)n33,(((Bdis|BD1G77800,Zmay|ZM09G29470)n40,(Hvul|MLOC_1373.2,Sita|Si038176m)n41)n39,Osat|OS03G02070)n38)n32,(((Pdac|PDK_30s826801L001,Pdac|PDK_30s846161L002)n44,Macu|GSMUA_Achr4T25320_001)n43,Macu|GSMUA_Achr5T20660_001)n42)n31)n3,((Grai|Cotton_D_gene_10016931,Lusi|Lus10001485)n46,Tcac|TC03G027200)n45)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00076.25)n1;	FALSE	Angiosperms	0.891891891891892
TREEORTHO004031	ORTHO004031	((((((((((((Mesc|ME03237G00280,Mesc|ME09870G00330)n12,Jcur|Jcr4S04262.50)n11,Rcom|RC30170G01070)n10,(Ptri|PT14G01480,Ptri|PT02G11770)n13)n9,(Vvin|VV18G05980,Lusi|Lus10007738)n14)n8,(((Tcac|TC08G007530,Grai|Cotton_D_gene_10025914)n17,Grai|Cotton_D_gene_10011525)n16,(Stub|Sotub04g030850.1.1,Slyc|Solyc04g077850.2.1)n18)n15)n7,((((Ccaj|C.cajan_28918,Gmax|GM00G00490)n22,Gmax|GM17G35390)n21,(Mtru|MT1G018180,Cari|Ca_18370)n23)n20,((Csat|Csa2M354770,Clan|Cla022624)n25,Cmel|CM3C010809)n24)n19)n6,(((Pper|ppa007890m,Pmum|Pm005400)n28,(Pbre|Pbr021967.1,Pbre|Pbr019746.1)n29)n27,Fves|FV2G31490)n26)n5,((((((Atha|AT5G58680,Alyr|AL8G24640)n35,Crub|Carubv10026680m)n34,Brap|Bra020360)n33,(Atha|AT3G01400,Crub|Carubv10016476m)n36)n32,Tpar|Tp3g00670)n31,Brap|Bra001006)n30)n4,Cpap|CP01323G00010)n3,((((((Macu|GSMUA_Achr4T03430_001,Macu|GSMUA_Achr4T10960_001)n42,Macu|GSMUA_Achr7T26200_001)n41,Macu|GSMUA_Achr4T14130_001)n40,(((Macu|GSMUA_Achr6T07710_001,Macu|GSMUA_Achr5T16030_001)n45,Macu|GSMUA_Achr3T18890_001)n44,Macu|GSMUA_Achr10T11310_001)n43)n39,((((Sbic|SB02G037940,Sita|Si030271m)n49,Zmay|ZM07G25840)n48,Zmay|ZM02G38000)n47,((Bdis|BD1G23010,Hvul|AK374911)n51,Osat|OS03G32100)n50)n46)n38,Pdac|PDK_30s915771L003)n37)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00086.9)n1;	FALSE	Angiosperms	0.972972972972973
TREEORTHO002905	ORTHO002905	((((((((((((((((Brap|Bra019332,Brap|Bra013675)n16,Tpar|Tp7g21160)n15,((Atha|AT4G23100,Alyr|AL7G19070)n18,Crub|Carubv10004582m)n17)n14,(((Alyr|AL7G19080,Alyr|AL5G02920)n21,Crub|Carubv10004654m)n20,Brap|Bra019333)n19)n13,((((Gmax|GM08G01750,Ccaj|C.cajan_11537)n25,Gmax|GM05G37850)n24,Ljap|LJ4G031770)n23,(Mtru|MT8G098350,Cari|Ca_05741)n26)n22)n12,Grai|Cotton_D_gene_10015415)n11,Rcom|RC30190G03820)n10,Tcac|TC03G027390)n9,(((Pbre|Pbr005079.1,Pbre|Pbr005064.1)n29,Pbre|Pbr006747.1)n28,((Pper|ppa004151m,Pmum|Pm023819)n31,Fves|FV5G02750)n30)n27)n8,Cpap|CP00074G00460)n7,(((((Mtru|MT5G010250,Cari|Ca_02432)n36,Ljap|LJ2G027940)n35,((Ccaj|C.cajan_13206,Ccaj|C.cajan_33842)n38,Gmax|GM01G42900)n37)n34,Pper|ppa022884m)n33,((Csat|Csa5M153150,Cmel|CM3C005674)n40,Clan|Cla011449)n39)n32)n6,(((Mesc|ME12946G00110,Vvin|VV02G06490)n43,Mesc|ME05280G00250)n42,(Lusi|Lus10035496,Lusi|Lus10002001)n44)n41)n5,Jcur|Jcr4S27669.10)n4,(((((((Zmay|ZM06G03520,Sita|Si021842m)n51,(Sbic|SB09G002470,Zmay|ZM08G20680)n52)n50,(Osat|OS07G27790,Osat|OS05G03820)n53)n49,(Hvul|MLOC_79988.2,Bdis|BD2G38340)n54)n48,Sita|Si001772m)n47,(((Pdac|PDK_30s778441L002,Pdac|PDK_30s733681L001)n57,Macu|GSMUA_Achr10T23080_001)n56,Macu|GSMUA_Achr5T28230_001)n55)n46,(Ptri|PT03G11750,Ptri|PT01G09150)n58)n45)n3,(Stub|Sotub08g029420.1.1,Slyc|Solyc08g081010.2.1)n59)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00041.58)n1;	FALSE	Angiosperms	1
TREEORTHO001782_1	ORTHO001782	((((((((((((((((((Zmay|ZM07G29730,Sbic|SB02G042330)n19,Sita|Si028654m)n18,Bdis|BD1G18510)n17,Hvul|MLOC_55106.10)n16,Atri|evm_27.model.AmTr_v1.0_scaffold00057.201)n15,(Pdac|PDK_30s65509247L006,Macu|GSMUA_Achr11T20400_001)n20)n14,(Stub|Sotub01g037030.1.1,Slyc|Solyc01g099220.2.1)n21)n13,Vvin|VV14G00740)n12,Cpap|CP00048G00660)n11,((((Rcom|RC30128G01750,Jcur|Jcr4S07968.40)n25,Mesc|ME03614G04810)n24,Ptri|PT13G02130)n23,(Tcac|TC05G029120,Grai|Cotton_D_gene_10019997)n26)n22)n10,(((((Atha|AT1G67500,Alyr|AL2G15410)n31,Crub|Carubv10019649m)n30,Tpar|Tp5g22500)n29,Brap|Bra004084)n28,Lusi|Lus10029911)n27)n9,(Pper|ppa000111m,Pmum|Pm003284)n32)n8,((Csat|Csa2M030010,Cmel|CM3C004238)n34,Clan|Cla019910)n33)n7,(((Ccaj|C.cajan_10183,Gmax|GM03G39720)n37,(Mtru|MT7G113380,Cari|Ca_01160)n38)n36,Ljap|LJ0G230080)n35)n6,Mtru|MT7G113390)n5,((((Atha|AT1G55040,Alyr|AL1G52260)n42,Crub|Carubv10019774m)n41,Tpar|Tp_un0004_026)n40,Brap|Bra027952)n39)n4,(Lusi|Lus10031502,Lusi|Lus10015180)n43)n3,(Stub|Sotub01g037040.1.1,Slyc|Solyc01g099230.2.1)n44)n2;	FALSE	Angiosperms	0.918918918918919
TREEORTHO000807_1	ORTHO000807	((((((((((((((((((((((Hvul|MLOC_70866.1,Bdis|BD1G19080)n23,Osat|OS07G46460)n22,((Zmay|ZM07G29290,Sbic|SB02G041740)n25,Sita|Si028677m)n24)n21,(Pdac|PDK_30s825311L002,Pdac|PDK_30s1067401L004)n26)n20,((Pdac|PDK_30s825311L003,Pdac|PDK_30s1067401L003)n28,Macu|GSMUA_Achr2T06800_001)n27)n19,(Vvin|VV08G10190,Atri|evm_27.model.AmTr_v1.0_scaffold00063.73)n29)n18,(((Csat|Csa3M821030,Cmel|CM3C009759)n32,Clan|Cla002881)n31,(Stub|Sotub03g019370.1.1,Slyc|Solyc03g063560.2.1)n33)n30)n17,((((Gmax|GM19G31120,Gmax|GM03G28410)n37,Ccaj|C.cajan_30166)n36,(Cari|Ca_07175,Mtru|MT7G089970)n38)n35,Ljap|LJ1G044650)n34)n16,((((Jcur|Jcr4U30954.10,Jcur|Jcr4S01926.10)n42,(Mesc|ME08100G00050,Rcom|RC29612G00060)n43)n41,(Ptri|PT16G03440,Ptri|PT06G03470)n44)n40,Lusi|Lus10003820)n39)n15,(((Tcac|TC05G014280,Tcac|TC05G014300)n47,(Grai|Cotton_D_gene_10033386,Tcac|TC05G014290)n48)n46,(((Pper|ppa000146m,Pmum|Pm028937)n51,Pbre|Pbr026758.1)n50,Fves|FV6G33050)n49)n45)n14,Cpap|CP00005G01670)n13,((((Tpar|Tp6g38610,Brap|Bra009483)n55,Crub|Carubv10000026m)n54,Atha|AT5G04140)n53,Alyr|AL6G03480)n52)n12,(((Alyr|AL4G28170,Atha|AT2G41220)n58,Crub|Carubv10022503m)n57,((Tpar|Tp4g23520,Brap|Bra000220)n60,Brap|Bra016948)n59)n56)n11,Gmax|GM06G13280)n10,Gmax|GM04G41540)n9,Ccaj|C.cajan_08831)n8,(((Gmax|GM19G16450,Gmax|GM14G32500)n63,Ccaj|C.cajan_04622)n62,(Ljap|LJ0G112390,Cari|Ca_14929)n64)n61)n7,((Csat|Csa3M603580,Cmel|CM3C008481)n66,Clan|Cla004245)n65)n6,(((Pmum|Pm019740,Pper|ppa000037m)n69,(Pbre|Pbr013587.1,Pbre|Pbr005433.1)n70)n68,Fves|FV7G36200)n67)n5,(((Atha|AT5G53460,Alyr|AL8G18120)n73,Crub|Carubv10025734m)n72,(Tpar|Tp6g15590,Brap|Bra029067)n74)n71)n4,Cpap|CP00003G00680)n3,((Grai|Cotton_D_gene_10030431,Tcac|TC03G017310)n76,(Grai|Cotton_D_gene_10030827,Grai|Cotton_D_gene_10030432)n77)n75)n2;	FALSE	Angiosperms	1
TREEORTHO010596	ORTHO010596	(((((((((((Cari|Ca_21600,Mtru|MT4G025130)n11,Ljap|LJ0G022980)n10,(Gmax|GM03G03280,Ccaj|C.cajan_20552)n12)n9,(((Pper|ppa003056m,Pmum|Pm017869)n15,Pbre|Pbr010060.3)n14,Fves|FV7G11540)n13)n8,((Csat|Csa3M126760,Cmel|CM3C006203)n17,Clan|Cla021321)n16)n7,((((Jcur|Jcr4S00057.40,Mesc|ME04450G00020)n21,Rcom|RC30174G01080)n20,(Lusi|Lus10030289,Ptri|PT02G14520)n22)n19,(Tcac|TC00G002010,Grai|Cotton_D_gene_10017522)n23)n18)n6,(Stub|Sotub01g030250.1.1,Slyc|Solyc01g091130.2.1)n24)n5,(Vvin|VV15G09270,Cpap|CP00611G00030)n25)n4,(((Atha|AT1G02020,Alyr|AL1G00280)n28,Crub|Carubv10008571m)n27,(Brap|Bra018853,Tpar|Tp1g37340)n29)n26)n3,((((Hvul|AK371919,Bdis|BD3G22960)n33,Osat|OS10G11340)n32,((Zmay|ZM03G25130,Sbic|SB03G041670)n35,Sita|Si036779m)n34)n31,Macu|GSMUA_Achr4T18080_001)n30)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00143.11)n1;	FALSE	Angiosperms	0.972972972972973
TREEORTHO010067	ORTHO010067	((((((((((Alyr|AL1G35830,Atha|AT1G34380)n10,Crub|Carubv10009596m)n9,(Brap|Bra028055,Tpar|Tp1g29600)n11)n8,((Grai|Cotton_D_gene_10016284,Grai|Cotton_D_gene_10016285)n13,Tcac|TC08G016210)n12)n7,((((Mesc|ME07519G00030,Jcur|Jcr4S00900.20)n17,Rcom|RC29728G00440)n16,Ptri|PT13G11310)n15,(Lusi|Lus10006622,Lusi|Lus10039380)n18)n14)n6,((((Gmax|GM16G27270,Ccaj|C.cajan_08985)n22,Cari|Ca_24309)n21,((Csat|Csa2M402050,Cmel|CM3C008115)n24,Clan|Cla011917)n23)n20,(((Pper|ppa018167m,Pmum|Pm022251)n27,(Pbre|Pbr018242.3,Pbre|Pbr040151.1)n28)n26,Fves|FV2G19910)n25)n19)n5,Vvin|VV18G15330)n4,(Stub|Sotub11g013620.1.1,Slyc|Solyc11g017230.1.1)n29)n3,((((Hvul|AK373033,Bdis|BD2G56537)n33,Osat|OS01G65400)n32,((Sbic|SB03G041390,Zmay|ZM03G25450)n35,Sita|Si002000m)n34)n31,(Pdac|PDK_30s785181L001,Macu|GSMUA_Achr3T22160_001)n36)n30)n2,Atri|evm_27.model.AmTr_v1.0_scaffold00070.135)n1;	TRUE	Angiosperms	0.918918918918919
